id,name,grade,subject,marks
11969,Tanya Kaur,9,Math,89
11970,Manav Bose,12,Science,92
11971,Aarohi Thakur,12,English,88
11972,Ishita Agarwal,9,History,98
11973,Karan Kaur,10,Geography,64
11974,Aryan Reddy,12,Computer Science,97
11975,Dhruv Joshi,11,Math,39
11976,Rajesh Joshi,10,Geography,95
11977,Vikram Choudhary,9,Geography,58
11978,Karan Saxena,9,Science,70
11979,Meera Nambiar,10,English,100
11980,Devansh Kapoor,9,History,60
11981,Ananya Thakur,9,Science,45
11982,Aditi Malhotra,12,History,71
11983,Yuvraj Agarwal,11,Math,99
11984,Yash Kapoor,12,Computer Science,94
11985,Vivek Bhat,11,English,99
11986,Amit Nambiar,11,History,96
11987,Arjun Mehta,11,Geography,46
11988,Dhruv Kumar,11,History,43
11989,Sameer Shah,12,Geography,57
11990,Nisha Sharma,11,Math,37
11991,Anjali Kaur,10,Science,98
11992,Vivek Reddy,12,Geography,89
11993,Anjali Krishnan,11,Science,37
11994,Rahul Singh,10,History,77
11995,Karan Sharma,10,Math,75
11996,Ananya Joshi,9,Math,69
11997,Ishita Shah,12,History,82
11998,Priya Trivedi,10,Science,78
11999,Devansh Thakur,11,Geography,82
12000,Neha Malhotra,9,Science,88
12001,Sneha Rao,11,Computer Science,56
12002,Gaurav Kapoor,9,English,75
12003,Aryan Chauhan,12,Geography,91
12004,Nikhil Iyer,10,Computer Science,92
12005,Aarohi Kapoor,12,Science,49
12006,Kavya Gupta,11,Computer Science,76
12007,Nikhil Bose,9,English,64
12008,Vikram Patel,10,Computer Science,100
12009,Kavya Krishnan,11,Geography,81
12010,Siddharth Kumar,9,Science,41
12011,Meera Chauhan,11,Geography,40
12012,Aditya Shah,9,Science,70
12013,Priya Krishnan,12,Math,62
12014,Nikhil Agarwal,11,Science,66
12015,Amit Choudhary,10,Science,44
12016,Aryan Verma,10,English,43
12017,Riya Saxena,12,Math,100
12018,Shreya Saxena,12,History,55
12019,Sneha Bose,12,History,72
12020,Rohan Sharma,10,Math,39
12021,Priya Kapoor,10,History,69
12022,Anjali Bose,10,Math,78
12023,Arjun Saxena,12,English,37
12024,Amit Krishnan,12,Science,45
12025,Nisha Kulkarni,11,Computer Science,42
12026,Yash Menon,12,Math,88
12027,Pooja Iyer,12,History,56
12028,Neha Iyer,11,English,96
12029,Karan Malhotra,11,Computer Science,90
12030,Sara Malhotra,10,Science,91
12031,Sara Patel,12,History,47
12032,Dhruv Mehta,10,Math,59
12033,Pallavi Trivedi,9,History,83
12034,Neha Rao,12,Computer Science,36
12035,Aditi Kulkarni,10,Computer Science,91
12036,Shreya Kaur,12,Science,70
12037,Aditya Gupta,10,History,99
12038,Riya Desai,9,Computer Science,36
12039,Nisha Nambiar,12,Geography,40
12040,Aarohi Trivedi,11,History,78
12041,Shreya Verma,9,Computer Science,88
12042,Anjali Sharma,11,Geography,100
12043,Amit Agarwal,11,Geography,59
12044,Devansh Rao,10,Computer Science,53
12045,Ishita Reddy,12,Geography,95
12046,Rahul Sharma,10,History,81
12047,Manav Choudhary,12,Geography,82
12048,Riya Gupta,12,Computer Science,84
12049,Pooja Desai,9,Geography,53
12050,Tanya Choudhary,12,English,61
12051,Rahul Kumar,9,Science,51
12052,Rohan Nair,11,History,82
12053,Rahul Joshi,9,Science,55
12054,Aarohi Reddy,11,Science,82
12055,Aditi Menon,11,English,82
12056,Simran Singh,9,English,54
12057,Yuvraj Malhotra,10,Science,67
12058,Amit Pillai,12,Math,60
12059,Rajesh Kulkarni,9,History,43
12060,Karan Shah,10,English,75
12061,Vivek Bose,12,English,49
12062,Dhruv Sharma,10,Geography,84
12063,Sameer Kapoor,10,Computer Science,63
12064,Sameer Bose,10,Science,99
12065,Kavya Choudhary,10,Geography,92
12066,Yuvraj Bhat,10,Geography,86
12067,Vivek Menon,10,English,100
12068,Vikram Pillai,10,Geography,90
12069,Anjali Mehta,12,English,58
12070,Rohan Singh,11,Math,97
12071,Pallavi Thakur,10,History,97
12072,Nisha Choudhary,11,Science,49
12073,Gaurav Nambiar,9,History,67
12074,Pallavi Reddy,9,Computer Science,60
12075,Aryan Kumar,11,Science,79
12076,Karan Bhat,12,History,54
12077,Rohan Malhotra,12,Science,46
12078,Karan Pillai,12,History,93
12079,Simran Trivedi,12,History,64
12080,Pallavi Kapoor,9,Geography,43
12081,Pallavi Shah,11,Computer Science,91
12082,Tanya Kumar,12,Geography,64
12083,Aryan Shah,11,Science,97
12084,Yash Shah,12,Science,67
12085,Ananya Reddy,9,Math,65
12086,Siddharth Kulkarni,11,Geography,95
12087,Amit Desai,12,English,48
12088,Vivek Bhat,11,Geography,49
12089,Sameer Bhat,12,History,45
12090,Aryan Kulkarni,11,Math,86
12091,Siddharth Patel,12,Science,68
12092,Dhruv Reddy,10,Geography,79
12093,Neha Bose,10,History,76
12094,Meera Rao,12,Science,73
12095,Nisha Chauhan,11,Geography,36
12096,Rahul Menon,12,History,55
12097,Yash Sharma,11,Computer Science,37
12098,Pooja Iyer,11,Geography,38
12099,Aditya Chauhan,12,Computer Science,63
12100,Divya Choudhary,12,English,69
12101,Nisha Thakur,11,English,65
12102,Sanya Thakur,11,Geography,85
12103,Priya Agarwal,9,History,98
12104,Shreya Nambiar,12,History,53
12105,Rohan Nair,10,Computer Science,89
12106,Aditya Kaur,12,Computer Science,45
12107,Pooja Kumar,10,Science,39
12108,Aditi Kulkarni,12,Math,52
12109,Dhruv Bose,11,Computer Science,42
12110,Neha Thakur,12,Geography,95
12111,Yuvraj Agarwal,10,Geography,39
12112,Pooja Mehta,11,English,65
12113,Rajesh Reddy,9,Math,90
12114,Vivek Saxena,9,Science,39
12115,Amit Gupta,9,Math,38
12116,Nikhil Nambiar,9,English,81
12117,Vivek Saxena,11,Geography,63
12118,Gaurav Saxena,10,Science,68
12119,Tanya Gupta,11,History,78
12120,Devansh Desai,10,Science,47
12121,Aditya Choudhary,11,English,45
12122,Kavya Nambiar,11,Computer Science,45
12123,Simran Reddy,10,Science,41
12124,Siddharth Bhat,9,English,90
12125,Gaurav Gupta,9,History,36
12126,Divya Choudhary,12,Geography,82
12127,Sneha Rao,12,Science,87
12128,Vikram Sharma,9,Science,97
12129,Riya Shah,9,Math,93
12130,Kavya Rao,12,Geography,64
12131,Vivek Kulkarni,9,English,75
12132,Ananya Bhat,12,Geography,85
12133,Ananya Chauhan,10,Math,58
12134,Rajesh Verma,9,English,53
12135,Sneha Chauhan,11,Math,76
12136,Sanya Kaur,9,Geography,59
12137,Priya Menon,9,Science,87
12138,Karan Joshi,11,Computer Science,88
12139,Pooja Joshi,9,Geography,69
12140,Yash Rao,10,Geography,89
12141,Divya Verma,12,Math,58
12142,Amit Sharma,9,Computer Science,82
12143,Tanya Chauhan,12,English,95
12144,Meera Gupta,12,History,54
12145,Nisha Rao,9,English,85
12146,Aditi Menon,11,English,85
12147,Priya Patel,9,Math,52
12148,Nisha Kumar,11,Math,88
12149,Nikhil Sharma,11,History,90
12150,Karan Kaur,11,Math,79
12151,Sameer Rao,11,Computer Science,82
12152,Dhruv Malhotra,11,History,62
12153,Neha Menon,10,Geography,47
12154,Pallavi Verma,12,English,63
12155,Dhruv Kulkarni,9,Computer Science,59
12156,Pooja Kaur,10,Math,84
12157,Rahul Menon,9,Math,52
12158,Dhruv Malhotra,11,History,44
12159,Aditya Nair,11,Computer Science,64
12160,Ishita Iyer,9,Math,41
12161,Ananya Malhotra,12,Computer Science,52
12162,Siddharth Kapoor,12,Science,48
12163,Nisha Kaur,10,Math,66
12164,Priya Joshi,11,Science,66
12165,Amit Bhat,9,Science,74
12166,Sanya Desai,10,Computer Science,58
12167,Sara Pillai,11,Computer Science,54
12168,Manav Malhotra,11,History,85
12169,Aarohi Bose,9,Computer Science,77
12170,Rajesh Shah,9,Math,81
12171,Rajesh Menon,11,Computer Science,62
12172,Anjali Mehta,11,History,82
12173,Karan Kumar,9,English,69
12174,Nisha Krishnan,11,History,48
12175,Rajesh Sharma,9,History,93
12176,Sameer Kumar,11,Geography,48
12177,Riya Saxena,9,English,49
12178,Riya Joshi,12,History,46
12179,Pallavi Krishnan,11,English,49
12180,Dhruv Iyer,9,Math,87
12181,Manav Malhotra,10,History,85
12182,Yuvraj Bhat,11,English,75
12183,Kabir Singh,12,Science,98
12184,Amit Malhotra,12,English,80
12185,Sameer Nambiar,9,Science,64
12186,Yash Verma,10,Science,48
12187,Yuvraj Nair,10,History,89
12188,Yash Chauhan,11,Geography,48
12189,Vivek Sharma,12,Math,74
12190,Sanya Saxena,10,Geography,64
12191,Nikhil Desai,11,Geography,42
12192,Manav Bose,10,Science,46
12193,Manav Iyer,10,Math,60
12194,Divya Malhotra,9,Math,91
12195,Aditi Nair,12,Geography,72
12196,Neha Desai,11,English,93
12197,Shreya Trivedi,10,History,56
12198,Devansh Singh,9,History,83
12199,Sneha Nambiar,12,Geography,55
12200,Ishita Patel,11,Computer Science,69
12201,Kavya Mehta,10,Computer Science,75
12202,Amit Verma,9,Geography,92
12203,Aditya Pillai,11,Math,92
12204,Kavya Nambiar,12,Science,88
12205,Priya Choudhary,12,English,87
12206,Kabir Pillai,12,Geography,42
12207,Sanya Mehta,10,Computer Science,72
12208,Tanya Kulkarni,11,Math,46
12209,Sara Shah,11,English,77
12210,Pooja Iyer,10,English,48
12211,Manav Kumar,10,Geography,90
12212,Siddharth Verma,11,Math,43
12213,Yuvraj Kaur,9,Computer Science,92
12214,Karan Saxena,12,English,50
12215,Aditya Verma,11,Science,66
12216,Amit Agarwal,11,Science,37
12217,Priya Thakur,11,History,47
12218,Yash Malhotra,9,History,73
12219,Sneha Patel,12,Science,59
12220,Neha Malhotra,11,Math,46
12221,Kavya Joshi,9,Computer Science,97
12222,Sara Iyer,9,Geography,35
12223,Amit Mehta,11,History,48
12224,Aditya Saxena,11,Math,74
12225,Gaurav Patel,9,English,80
12226,Pooja Bhat,10,Geography,97
12227,Aryan Reddy,9,History,57
12228,Pallavi Reddy,12,Computer Science,44
12229,Vivek Shah,11,Science,43
12230,Sanya Thakur,11,Geography,52
12231,Dhruv Agarwal,10,Science,37
12232,Pallavi Nambiar,9,History,37
12233,Aditya Choudhary,12,English,67
12234,Kabir Rao,10,Math,35
12235,Sanya Krishnan,9,English,80
12236,Vikram Krishnan,9,Geography,45
12237,Sara Kapoor,10,Science,41
12238,Rahul Nair,12,Computer Science,83
12239,Siddharth Agarwal,10,History,58
12240,Ishita Desai,12,Science,89
12241,Sameer Kaur,11,Math,68
12242,Aryan Kulkarni,12,Math,77
12243,Gaurav Shah,11,History,64
12244,Divya Desai,11,Science,56
12245,Aarohi Bose,11,English,61
12246,Karan Trivedi,11,Science,94
12247,Kavya Bose,11,English,47
12248,Kavya Krishnan,11,Geography,90
12249,Riya Kulkarni,12,Math,83
12250,Karan Agarwal,9,Geography,93
12251,Ishita Pillai,11,Math,75
12252,Arjun Joshi,10,Math,84
12253,Riya Iyer,9,Geography,46
12254,Kavya Malhotra,11,History,74
12255,Karan Sharma,10,Computer Science,81
12256,Riya Saxena,10,History,40
12257,Meera Malhotra,10,Geography,58
12258,Ishita Desai,11,Science,81
12259,Dhruv Nambiar,10,Geography,75
12260,Shreya Verma,11,Geography,56
12261,Rohan Gupta,9,Computer Science,96
12262,Yash Kaur,12,English,57
12263,Pallavi Joshi,12,History,80
12264,Nikhil Patel,11,Math,55
12265,Sara Kaur,11,History,60
12266,Anjali Desai,12,History,87
12267,Yuvraj Patel,12,Math,61
12268,Arjun Choudhary,9,Math,56
12269,Ananya Sharma,9,Science,63
12270,Vivek Kapoor,11,Science,68
12271,Devansh Iyer,11,English,100
12272,Aryan Thakur,11,English,77
12273,Dhruv Verma,10,Geography,89
12274,Vivek Desai,10,English,54
12275,Manav Kaur,11,Science,39
12276,Sameer Kaur,10,English,66
12277,Kabir Nair,9,English,43
12278,Amit Desai,11,History,88
12279,Rahul Trivedi,12,Geography,54
12280,Tanya Kapoor,9,English,95
12281,Pooja Malhotra,9,Math,40
12282,Sneha Shah,10,Math,55
12283,Devansh Saxena,9,Computer Science,52
12284,Aryan Menon,11,English,48
12285,Devansh Mehta,12,Geography,100
12286,Nisha Kulkarni,10,Science,80
12287,Tanya Mehta,11,Science,56
12288,Aarohi Thakur,10,Computer Science,52
12289,Aarohi Choudhary,10,Math,72
12290,Tanya Gupta,10,History,48
12291,Kabir Sharma,9,English,76
12292,Vikram Thakur,12,History,91
12293,Amit Bhat,9,Math,50
12294,Divya Bose,9,Science,57
12295,Yuvraj Bhat,11,Science,60
12296,Devansh Agarwal,12,Science,78
12297,Divya Trivedi,11,History,40
12298,Aryan Desai,12,Computer Science,59
12299,Arjun Shah,11,History,45
12300,Shreya Pillai,10,Science,60
12301,Rajesh Mehta,11,English,78
12302,Kabir Kulkarni,12,Geography,95
12303,Yuvraj Sharma,10,Computer Science,83
12304,Aditi Saxena,10,Science,77
12305,Yuvraj Verma,9,Computer Science,64
12306,Aditi Nambiar,12,Geography,45
12307,Pallavi Choudhary,11,Math,96
12308,Rajesh Malhotra,12,Geography,85
12309,Shreya Menon,10,Computer Science,48
12310,Shreya Sharma,9,Computer Science,72
12311,Rajesh Thakur,12,English,84
12312,Vikram Nair,10,Computer Science,45
12313,Pallavi Agarwal,9,Math,53
12314,Riya Iyer,11,English,49
12315,Amit Kaur,11,Geography,85
12316,Aryan Saxena,12,Science,77
12317,Aryan Desai,10,History,39
12318,Ananya Chauhan,12,History,90
12319,Sara Malhotra,11,Geography,69
12320,Aryan Iyer,9,History,55
12321,Sneha Shah,12,English,45
12322,Aditya Agarwal,11,History,61
12323,Sameer Kumar,12,Computer Science,81
12324,Riya Choudhary,10,Math,37
12325,Kabir Patel,12,History,43
12326,Meera Kumar,10,Computer Science,42
12327,Rohan Pillai,11,Geography,88
12328,Meera Bhat,11,Geography,84
12329,Sameer Pillai,10,English,73
12330,Aryan Joshi,10,Science,47
12331,Tanya Menon,11,English,56
12332,Priya Nair,11,Computer Science,90
12333,Meera Malhotra,10,Computer Science,35
12334,Sameer Saxena,9,Geography,40
12335,Yash Shah,9,English,50
12336,Aditya Choudhary,9,English,35
12337,Divya Trivedi,9,Geography,79
12338,Aditi Krishnan,9,Computer Science,65
12339,Yash Kapoor,11,Computer Science,55
12340,Pallavi Agarwal,12,Science,88
12341,Tanya Iyer,10,Science,87
12342,Aditya Pillai,10,English,69
12343,Nisha Agarwal,10,English,78
12344,Aryan Nambiar,12,Math,72
12345,Ananya Joshi,9,Geography,45
12346,Dhruv Verma,11,Science,82
12347,Siddharth Kumar,12,Geography,78
12348,Devansh Pillai,12,Geography,57
12349,Rahul Menon,9,Geography,48
12350,Ishita Kulkarni,11,History,84
12351,Vikram Kumar,11,Science,40
12352,Pallavi Trivedi,12,Math,55
12353,Aditi Nambiar,12,Geography,36
12354,Pallavi Malhotra,10,English,47
12355,Pooja Nambiar,9,Math,95
12356,Kabir Sharma,10,Science,50
12357,Simran Shah,10,Computer Science,79
12358,Aryan Singh,12,Geography,95
12359,Aditi Bhat,12,Math,74
12360,Siddharth Pillai,12,English,93
12361,Devansh Bose,11,Science,94
12362,Arjun Kapoor,10,Math,49
12363,Pooja Singh,10,Science,38
12364,Aditi Desai,10,English,83
12365,Shreya Kumar,12,English,91
12366,Tanya Kumar,9,Science,65
12367,Sneha Kumar,9,English,46
12368,Pallavi Malhotra,10,Geography,72
12369,Anjali Bose,11,Science,53
12370,Aarohi Sharma,12,Science,46
12371,Manav Verma,10,Math,38
12372,Aryan Sharma,11,Computer Science,50
12373,Siddharth Iyer,11,History,78
12374,Kavya Kaur,12,History,98
12375,Arjun Desai,12,English,88
12376,Kavya Gupta,9,Computer Science,73
12377,Pooja Nair,10,Geography,52
12378,Aryan Kulkarni,11,Computer Science,62
12379,Aditya Chauhan,11,Computer Science,58
12380,Pallavi Pillai,10,Computer Science,67
12381,Pallavi Kaur,12,English,91
12382,Dhruv Gupta,10,Computer Science,63
12383,Divya Nair,9,Computer Science,98
12384,Aditi Krishnan,12,English,35
12385,Yuvraj Verma,9,Science,60
12386,Sneha Gupta,11,Math,54
12387,Aditya Joshi,12,Geography,61
12388,Aditi Saxena,12,English,36
12389,Priya Reddy,10,Science,98
12390,Rahul Desai,11,Geography,49
12391,Tanya Mehta,9,Computer Science,79
12392,Ananya Reddy,12,Science,87
12393,Aditya Nair,12,Science,44
12394,Devansh Kumar,12,English,75
12395,Riya Desai,12,History,88
12396,Sara Sharma,12,Geography,90
12397,Neha Krishnan,11,History,96
12398,Devansh Reddy,12,Computer Science,59
12399,Aditi Saxena,9,Computer Science,64
12400,Aryan Singh,10,History,52
12401,Priya Thakur,12,Math,56
12402,Aarohi Krishnan,12,Math,84
12403,Sneha Verma,11,Geography,47
12404,Anjali Patel,9,English,93
12405,Divya Malhotra,9,History,40
12406,Aryan Bhat,11,Geography,76
12407,Rohan Reddy,9,History,100
12408,Devansh Thakur,10,Geography,93
12409,Shreya Gupta,12,Math,74
12410,Arjun Bose,9,Geography,83
12411,Sanya Iyer,11,Geography,56
12412,Sameer Saxena,10,Science,78
12413,Simran Chauhan,9,Geography,99
12414,Kabir Trivedi,9,History,36
12415,Kavya Shah,10,English,96
12416,Sneha Iyer,10,Math,52
12417,Neha Desai,9,Computer Science,52
12418,Nisha Kaur,11,Computer Science,77
12419,Priya Agarwal,10,Geography,54
12420,Meera Pillai,10,Science,60
12421,Meera Trivedi,10,Science,82
12422,Rajesh Kulkarni,10,Science,80
12423,Sneha Mehta,9,Science,98
12424,Neha Kumar,10,Geography,93
12425,Pallavi Nair,12,Geography,94
12426,Sanya Pillai,10,Science,85
12427,Aditi Sharma,11,Science,51
12428,Gaurav Bose,12,History,77
12429,Priya Verma,11,Computer Science,68
12430,Sara Reddy,11,History,69
12431,Kavya Rao,12,Science,37
12432,Sanya Chauhan,9,English,73
12433,Shreya Nambiar,9,Geography,99
12434,Simran Kulkarni,9,Science,100
12435,Arjun Iyer,10,Math,35
12436,Vivek Joshi,10,Computer Science,62
12437,Gaurav Mehta,11,Math,49
12438,Sneha Agarwal,12,Geography,87
12439,Siddharth Saxena,10,Math,78
12440,Aditi Pillai,11,Geography,78
12441,Karan Kaur,11,English,65
12442,Ishita Pillai,9,Geography,56
12443,Shreya Bhat,9,Science,70
12444,Tanya Bose,9,History,46
12445,Sanya Menon,10,Computer Science,87
12446,Devansh Joshi,9,Geography,77
12447,Vikram Saxena,12,Science,51
12448,Siddharth Chauhan,9,Science,97
12449,Aditi Saxena,11,History,72
12450,Sneha Shah,10,History,87
12451,Ishita Nair,12,Computer Science,77
12452,Pallavi Joshi,9,Computer Science,76
12453,Ananya Patel,10,Geography,79
12454,Arjun Trivedi,12,Science,75
12455,Amit Chauhan,9,Math,87
12456,Riya Trivedi,11,Computer Science,90
12457,Aarohi Thakur,11,History,48
12458,Kavya Nair,9,Math,42
12459,Devansh Thakur,9,English,78
12460,Vikram Thakur,9,Geography,82
12461,Vivek Iyer,9,Math,47
12462,Riya Reddy,9,Science,59
12463,Manav Singh,11,Computer Science,85
12464,Sara Nair,9,Math,69
12465,Karan Bhat,9,Science,66
12466,Kabir Malhotra,10,Math,86
12467,Amit Thakur,12,History,41
12468,Rohan Pillai,9,History,58
12469,Dhruv Chauhan,11,History,100
12470,Dhruv Iyer,9,Geography,60
12471,Anjali Singh,11,History,91
12472,Meera Patel,9,Math,67
12473,Neha Singh,9,Computer Science,38
12474,Devansh Chauhan,10,Math,62
12475,Vikram Agarwal,9,Computer Science,73
12476,Sara Nair,11,Computer Science,46
12477,Aditya Choudhary,10,Math,70
12478,Riya Verma,12,Geography,94
12479,Anjali Sharma,11,Science,76
12480,Shreya Malhotra,10,English,37
12481,Rahul Kumar,9,Geography,92
12482,Aarohi Chauhan,10,Science,70
12483,Manav Rao,9,English,48
12484,Sameer Patel,9,Computer Science,46
12485,Kavya Sharma,9,Science,38
12486,Simran Bose,12,History,44
12487,Neha Rao,12,Computer Science,48
12488,Sanya Krishnan,12,Geography,69
12489,Aarohi Verma,10,Computer Science,38
12490,Pallavi Chauhan,12,Science,74
12491,Vivek Kumar,9,Geography,48
12492,Anjali Reddy,12,Geography,52
12493,Nisha Bose,11,English,67
12494,Karan Gupta,11,History,53
12495,Aditya Kapoor,12,Science,45
12496,Nisha Bose,12,Science,86
12497,Rohan Rao,9,History,35
12498,Yash Menon,11,Math,96
12499,Ishita Kaur,10,Math,38
12500,Sneha Pillai,9,Computer Science,84
12501,Yuvraj Thakur,12,Science,91
12502,Ananya Mehta,11,Geography,62
12503,Divya Chauhan,11,Computer Science,41
12504,Aditya Kapoor,9,English,93
12505,Arjun Thakur,10,History,75
12506,Sanya Patel,12,Computer Science,70
12507,Priya Krishnan,12,English,85
12508,Sanya Malhotra,12,Math,77
12509,Dhruv Bose,9,Math,50
12510,Ananya Shah,12,Math,48
12511,Vivek Agarwal,9,Computer Science,78
12512,Vivek Bose,10,English,89
12513,Amit Sharma,10,History,58
12514,Manav Choudhary,11,Science,79
12515,Dhruv Malhotra,9,English,38
12516,Siddharth Desai,11,Geography,100
12517,Tanya Bhat,9,Geography,88
12518,Sneha Chauhan,12,Computer Science,59
12519,Aditi Thakur,11,Science,70
12520,Rohan Nair,12,Geography,82
12521,Aryan Kulkarni,9,Computer Science,35
12522,Sneha Agarwal,10,Science,62
12523,Aditi Menon,9,English,35
12524,Karan Singh,12,History,79
12525,Rajesh Verma,9,Math,73
12526,Meera Saxena,11,History,77
12527,Aditi Kulkarni,11,History,97
12528,Meera Krishnan,9,Geography,76
12529,Sameer Shah,10,Computer Science,94
12530,Pallavi Menon,9,English,85
12531,Kavya Reddy,9,Geography,49
12532,Vivek Bose,10,Geography,88
12533,Yash Chauhan,10,History,52
12534,Aarohi Menon,12,Math,87
12535,Kavya Reddy,12,Computer Science,95
12536,Sneha Pillai,12,English,58
12537,Pallavi Malhotra,11,Computer Science,58
12538,Sanya Nambiar,9,English,69
12539,Anjali Sharma,12,Geography,46
12540,Tanya Mehta,10,English,76
12541,Ishita Trivedi,12,History,39
12542,Manav Shah,12,English,78
12543,Meera Gupta,12,Science,68
12544,Riya Thakur,9,Geography,84
12545,Simran Chauhan,11,Math,47
12546,Nisha Saxena,9,Geography,60
12547,Vivek Pillai,9,History,70
12548,Arjun Verma,10,Math,47
12549,Siddharth Joshi,11,Science,57
12550,Anjali Krishnan,9,English,37
12551,Riya Reddy,10,English,95
12552,Anjali Malhotra,10,English,91
12553,Devansh Desai,12,Computer Science,55
12554,Neha Kumar,10,Science,41
12555,Sara Krishnan,9,Science,74
12556,Pooja Bose,11,English,85
12557,Sara Verma,10,Science,43
12558,Meera Kaur,11,English,84
12559,Rajesh Malhotra,9,History,93
12560,Kavya Shah,12,Geography,35
12561,Shreya Nambiar,9,Computer Science,99
12562,Yash Reddy,12,History,43
